year,state_abbr,state_name,state_fips,region,division,total_pop_15to64,female_pop_15to64,male_pop_15to64,total_prison_pop,female_prison_pop,male_prison_pop
1967,VT,Vermont,50,Northeast,New England,,,,220,,
1966,VT,Vermont,50,Northeast,New England,,,,233,,
1965,VT,Vermont,50,Northeast,New England,,,,263,,
1964,VT,Vermont,50,Northeast,New England,,,,290,,
1963,VT,Vermont,50,Northeast,New England,,,,289,,
1962,VT,Vermont,50,Northeast,New England,,,,316,,
1961,VT,Vermont,50,Northeast,New England,,,,319,,
1960,VT,Vermont,50,Northeast,New England,,,,269,,
1955,VT,Vermont,50,Northeast,New England,,,,285,,
1950,VT,Vermont,50,Northeast,New England,,,,259,,
2024,WA,Washington,53,West,Pacific,5115851,2485007,2630844,14147,,
2023,WA,Washington,53,West,Pacific,5115851,2485007,2630844,13919,,
2022,WA,Washington,53,West,Pacific,5115851,2485007,2630844,13772,817,12955
2021,WA,Washington,53,West,Pacific,5090157,2471774,2618383,13674,786,12888
2020,WA,Washington,53,West,Pacific,5098435,2478733,2619702,15724,1048,14676
2019,WA,Washington,53,West,Pacific,5056791,2463920,2592871,19261,1635,17626
2018,WA,Washington,53,West,Pacific,5012299,2448013,2564286,19523,1720,17803
2017,WA,Washington,53,West,Pacific,4961407,2427619,2533788,19656,1742,17914
2016,WA,Washington,53,West,Pacific,4889763,2397031,2492732,19104,1658,17446
2015,WA,Washington,53,West,Pacific,4814478,2365993,2448485,18284,1455,16829
2014,WA,Washington,53,West,Pacific,4753698,2340616,2413082,18120,1454,16666
2013,WA,Washington,53,West,Pacific,4707141,2323730,2383411,17984,1449,16535
2012,WA,Washington,53,West,Pacific,4680290,2315360,2364930,17271,1337,15934
2011,WA,Washington,53,West,Pacific,4655693,2307337,2348356,17847,1395,16452
2010,WA,Washington,53,West,Pacific,4600183,2284111,2316072,18235,1427,16808
2009,WA,Washington,53,West,Pacific,4562608,2262973,2299635,18233,1397,16836
2008,WA,Washington,53,West,Pacific,4504111,2235225,2268886,17926,1404,16522
2007,WA,Washington,53,West,Pacific,4440517,2207780,2232737,17772,1514,16258
2006,WA,Washington,53,West,Pacific,4378387,2174341,2204046,17561,1496,16065
2005,WA,Washington,53,West,Pacific,4294030,2133133,2160897,17382,1455,15927
2004,WA,Washington,53,West,Pacific,4226838,2100861,2125977,16614,1330,15284
2003,WA,Washington,53,West,Pacific,4167600,2065863,2101737,16148,1288,14860
2002,WA,Washington,53,West,Pacific,4122093,2039497,2082596,16062,1254,14808
2001,WA,Washington,53,West,Pacific,4061260,2007542,2053718,15159,1079,14080
2000,WA,Washington,53,West,Pacific,3990502,1974659,2015843,14915,1065,13850
1999,WA,Washington,53,West,Pacific,3934948,1947650,1987298,14590,1111,13479
1998,WA,Washington,53,West,Pacific,3877554,1919489,1958065,14161,1018,13143
1997,WA,Washington,53,West,Pacific,3804147,1881875,1922272,13214,924,12290
1996,WA,Washington,53,West,Pacific,3718664,1840065,1878599,12527,920,11607
1995,WA,Washington,53,West,Pacific,3649762,1807089,1842673,11608,793,10815
1994,WA,Washington,53,West,Pacific,3564531,1766400,1798131,10833,698,10135
1993,WA,Washington,53,West,Pacific,3492126,1730357,1761769,10419,666,9753
1992,WA,Washington,53,West,Pacific,3399538,1684834,1714704,9959,618,9341
1991,WA,Washington,53,West,Pacific,3305303,1640010,1665293,9156,539,8617
1990,WA,Washington,53,West,Pacific,3215181,1595175,1620006,7995,435,7560
1989,WA,Washington,53,West,Pacific,3139602,1558650,1580952,6928,331,6597
1988,WA,Washington,53,West,Pacific,3084204,1528772,1555432,5816,249,5567
1987,WA,Washington,53,West,Pacific,3019709,1497283,1522426,6131,220,5911
1986,WA,Washington,53,West,Pacific,2975079,1474955,1500124,6603,222,6381
1985,WA,Washington,53,West,Pacific,2938540,1456503,1482037,6919,230,6689
1984,WA,Washington,53,West,Pacific,2903652,1438887,1464765,6821,254,6567
1983,WA,Washington,53,West,Pacific,2872656,1423492,1449164,6658,242,6416
1982,WA,Washington,53,West,Pacific,2865079,1421075,1444004,6264,246,6018
1981,WA,Washington,53,West,Pacific,2843803,1410080,1433723,5336,212,5124
1980,WA,Washington,53,West,Pacific,2791587,1385055,1406532,4399,190,4209
1979,WA,Washington,53,West,Pacific,2686572,1333551,1353021,4342,205,4137
1978,WA,Washington,53,West,Pacific,2588353,1285020,1303333,4487,236,4251
1977,WA,Washington,53,West,Pacific,2497041,1239829,1257212,4282,,
1976,WA,Washington,53,West,Pacific,2427802,1205777,1222025,3881,,
1975,WA,Washington,53,West,Pacific,2359403,1172749,1186654,3452,,
1974,WA,Washington,53,West,Pacific,2292310,1141723,1150587,2989,,
1973,WA,Washington,53,West,Pacific,2224149,1110133,1114016,2632,,
1972,WA,Washington,53,West,Pacific,2185932,1090337,1095595,2608,,
1971,WA,Washington,53,West,Pacific,2169659,1083161,1086498,2782,,
1970,WA,Washington,53,West,Pacific,2140767,1069192,1071575,2864,,
1969,WA,Washington,53,West,Pacific,2111885,1055228,1056657,2765,,
1968,WA,Washington,53,West,Pacific,,,,2599,,
1967,WA,Washington,53,West,Pacific,,,,2738,,
1966,WA,Washington,53,West,Pacific,,,,3098,,
1965,WA,Washington,53,West,Pacific,,,,3202,,
1964,WA,Washington,53,West,Pacific,,,,2960,,
1963,WA,Washington,53,West,Pacific,,,,2539,,
1962,WA,Washington,53,West,Pacific,,,,2341,,
1961,WA,Washington,53,West,Pacific,,,,2401,,
1960,WA,Washington,53,West,Pacific,,,,2455,,
1955,WA,Washington,53,West,Pacific,,,,2443,,
1950,WA,Washington,53,West,Pacific,,,,2290,,
2024,WI,Wisconsin,55,Midwest,East North Central,3774593,1851112,1923481,23190,,
2023,WI,Wisconsin,55,Midwest,East North Central,3774593,1851112,1923481,22396,,
2022,WI,Wisconsin,55,Midwest,East North Central,3774593,1851112,1923481,20873,1370,19503
2021,WI,Wisconsin,55,Midwest,East North Central,3780360,1853936,1926424,20202,1249,18953
2020,WI,Wisconsin,55,Midwest,East North Central,3809156,1867128,1942028,20298,1264,19034
2019,WI,Wisconsin,55,Midwest,East North Central,3818201,1873622,1944579,23956,1551,22405
2018,WI,Wisconsin,55,Midwest,East North Central,3821974,1878089,1943885,24064,1591,22473
2017,WI,Wisconsin,55,Midwest,East North Central,3823716,1881623,1942093,23945,1620,22325
2016,WI,Wisconsin,55,Midwest,East North Central,3825915,1884551,1941364,23377,1488,21889
2015,WI,Wisconsin,55,Midwest,East North Central,3828880,1888321,1940559,22975,1408,21567
2014,WI,Wisconsin,55,Midwest,East North Central,3830344,1891509,1938835,22597,1378,21219
2013,WI,Wisconsin,55,Midwest,East North Central,3828807,1892292,1936515,22471,1239,21232
2012,WI,Wisconsin,55,Midwest,East North Central,3823902,1891264,1932638,22600,1225,21375
2011,WI,Wisconsin,55,Midwest,East North Central,3826327,1893893,1932434,22657,1185,21472
2010,WI,Wisconsin,55,Midwest,East North Central,3810337,1887081,1923256,22729,1264,21465
2009,WI,Wisconsin,55,Midwest,East North Central,3798351,1881076,1917275,23165,1306,21859
2008,WI,Wisconsin,55,Midwest,East North Central,3784031,1873007,1911024,23379,1357,22022
2007,WI,Wisconsin,55,Midwest,East North Central,3769933,1866025,1903908,23743,1527,22216
2006,WI,Wisconsin,55,Midwest,East North Central,3747934,1855474,1892460,23415,1424,21991
2005,WI,Wisconsin,55,Midwest,East North Central,3721001,1842035,1878966,22697,1349,21348
2004,WI,Wisconsin,55,Midwest,East North Central,3687610,1826139,1861471,22959,1387,21572
2003,WI,Wisconsin,55,Midwest,East North Central,3654586,1810521,1844065,22604,1405,21199
2002,WI,Wisconsin,55,Midwest,East North Central,3620608,1794553,1826055,22113,1356,20757
2001,WI,Wisconsin,55,Midwest,East North Central,3581516,1776114,1805402,21495,1303,20192
2000,WI,Wisconsin,55,Midwest,East North Central,3545262,1759018,1786244,20754,1367,19387
1999,WI,Wisconsin,55,Midwest,East North Central,3508249,1742397,1765852,20390,1383,19007
1998,WI,Wisconsin,55,Midwest,East North Central,3477692,1728997,1748695,18403,1168,17235
1997,WI,Wisconsin,55,Midwest,East North Central,3449968,1716745,1733223,16280,988,15292
1996,WI,Wisconsin,55,Midwest,East North Central,3416942,1701774,1715168,12991,645,12346
1995,WI,Wisconsin,55,Midwest,East North Central,3370652,1680443,1690209,11199,502,10697
1994,WI,Wisconsin,55,Midwest,East North Central,3322306,1658320,1663986,10022,412,9610
1993,WI,Wisconsin,55,Midwest,East North Central,3282055,1639890,1642165,8781,387,8394
1992,WI,Wisconsin,55,Midwest,East North Central,3234176,1618236,1615940,8191,336,7855
1991,WI,Wisconsin,55,Midwest,East North Central,3191114,1599367,1591747,7854,348,7506
1990,WI,Wisconsin,55,Midwest,East North Central,3148742,1579944,1568798,7465,348,7117
1989,WI,Wisconsin,55,Midwest,East North Central,3130410,1572220,1558190,6788,303,6485
1988,WI,Wisconsin,55,Midwest,East North Central,3123538,1569345,1554193,6353,282,6071
1987,WI,Wisconsin,55,Midwest,East North Central,3100466,1558631,1541835,6143,299,5844
1986,WI,Wisconsin,55,Midwest,East North Central,3094308,1555920,1538388,5736,285,5451
1985,WI,Wisconsin,55,Midwest,East North Central,3091929,1555556,1536373,5425,251,5174
1984,WI,Wisconsin,55,Midwest,East North Central,3083637,1552178,1531459,4974,227,4747
1983,WI,Wisconsin,55,Midwest,East North Central,3073929,1547830,1526099,4845,213,4632
1982,WI,Wisconsin,55,Midwest,East North Central,3078259,1550739,1527520,4714,197,4517
1981,WI,Wisconsin,55,Midwest,East North Central,3076733,1550291,1526442,4385,169,4216
1980,WI,Wisconsin,55,Midwest,East North Central,3064262,1544354,1519908,3980,154,3826
1979,WI,Wisconsin,55,Midwest,East North Central,3021995,1523683,1498312,3677,145,3532
1978,WI,Wisconsin,55,Midwest,East North Central,2980275,1503704,1476571,3432,147,3285
1977,WI,Wisconsin,55,Midwest,East North Central,2946038,1487040,1458998,3347,,
1976,WI,Wisconsin,55,Midwest,East North Central,2905085,1467194,1437891,3299,,
1975,WI,Wisconsin,55,Midwest,East North Central,2866276,1448492,1417784,2992,,
1974,WI,Wisconsin,55,Midwest,East North Central,2819548,1425880,1393668,2587,,
1973,WI,Wisconsin,55,Midwest,East North Central,2778205,1406059,1372146,2147,,
1972,WI,Wisconsin,55,Midwest,East North Central,2735806,1386807,1348999,2036,,
1971,WI,Wisconsin,55,Midwest,East North Central,2681790,1363154,1318636,2493,,
1970,WI,Wisconsin,55,Midwest,East North Central,2638883,1345118,1293765,2973,,
1969,WI,Wisconsin,55,Midwest,East North Central,2596033,1327110,1268923,2768,,
1968,WI,Wisconsin,55,Midwest,East North Central,,,,2172,,
1967,WI,Wisconsin,55,Midwest,East North Central,,,,2607,,
1966,WI,Wisconsin,55,Midwest,East North Central,,,,2709,,
1965,WI,Wisconsin,55,Midwest,East North Central,,,,2830,,
1964,WI,Wisconsin,55,Midwest,East North Central,,,,2844,,
1963,WI,Wisconsin,55,Midwest,East North Central,,,,2811,,
1962,WI,Wisconsin,55,Midwest,East North Central,,,,2887,,
1961,WI,Wisconsin,55,Midwest,East North Central,,,,2953,,
1960,WI,Wisconsin,55,Midwest,East North Central,,,,2784,,
1955,WI,Wisconsin,55,Midwest,East North Central,,,,2281,,
1950,WI,Wisconsin,55,Midwest,East North Central,,,,2017,,
2024,WV,West Virginia,54,South,South Atlantic,1111561,544598,566963,4793,,
2023,WV,West Virginia,54,South,South Atlantic,1111561,544598,566963,4888,,
2022,WV,West Virginia,54,South,South Atlantic,1111561,544598,566963,5873,613,5260
2021,WV,West Virginia,54,South,South Atlantic,1122385,549828,572557,5847,620,5227
2020,WV,West Virginia,54,South,South Atlantic,1129589,553793,575796,6044,651,5393
2019,WV,West Virginia,54,South,South Atlantic,1141168,560558,580610,6800,821,5979
2018,WV,West Virginia,54,South,South Atlantic,1153567,567731,585836,6775,786,5989
2017,WV,West Virginia,54,South,South Atlantic,1169062,576176,592886,7092,818,6274
2016,WV,West Virginia,54,South,South Atlantic,1185407,585476,599931,7162,876,6286
2015,WV,West Virginia,54,South,South Atlantic,1199851,593691,606160,7118,865,6253
2014,WV,West Virginia,54,South,South Atlantic,1211161,600431,610730,6896,831,6065
2013,WV,West Virginia,54,South,South Atlantic,1221870,606091,615779,6824,808,6016
2012,WV,West Virginia,54,South,South Atlantic,1230645,611213,619432,7070,805,6265
2011,WV,West Virginia,54,South,South Atlantic,1238981,616126,622855,6826,752,6074
2010,WV,West Virginia,54,South,South Atlantic,1237333,616068,621265,6681,725,5956
2009,WV,West Virginia,54,South,South Atlantic,1233218,614537,618681,6367,684,5683
2008,WV,West Virginia,54,South,South Atlantic,1228956,612991,615965,6059,648,5411
2007,WV,West Virginia,54,South,South Atlantic,1228011,612932,615079,6056,634,5422
2006,WV,West Virginia,54,South,South Atlantic,1224533,611490,613043,5733,574,5159
2005,WV,West Virginia,54,South,South Atlantic,1219104,609003,610101,5312,480,4832
2004,WV,West Virginia,54,South,South Atlantic,1214277,607306,606971,5067,459,4608
2003,WV,West Virginia,54,South,South Atlantic,1210738,605698,605040,4758,405,4353
2002,WV,West Virginia,54,South,South Atlantic,1205338,603934,601404,4544,362,4182
2001,WV,West Virginia,54,South,South Atlantic,1200664,602606,598058,4215,346,3869
2000,WV,West Virginia,54,South,South Atlantic,1202243,604395,597848,3856,303,3553
1999,WV,West Virginia,54,South,South Atlantic,1203464,605743,597721,3532,239,3293
1998,WV,West Virginia,54,South,South Atlantic,1203496,606541,596955,3478,211,3267
1997,WV,West Virginia,54,South,South Atlantic,1203592,607389,596203,3148,186,2962
1996,WV,West Virginia,54,South,South Atlantic,1203430,608118,595312,2749,149,2600
1995,WV,West Virginia,54,South,South Atlantic,1199631,607034,592597,2512,129,2383
1994,WV,West Virginia,54,South,South Atlantic,1197296,606820,590476,2332,91,2241
1993,WV,West Virginia,54,South,South Atlantic,1190912,604516,586396,1805,79,1726
1992,WV,West Virginia,54,South,South Atlantic,1181415,600910,580505,1674,80,1594
1991,WV,West Virginia,54,South,South Atlantic,1174080,598692,575388,1502,70,1432
1990,WV,West Virginia,54,South,South Atlantic,1168304,597033,571271,1565,76,1489
1989,WV,West Virginia,54,South,South Atlantic,1171102,599112,571990,1536,73,1463
1988,WV,West Virginia,54,South,South Atlantic,1187770,607797,579973,1455,66,1389
1987,WV,West Virginia,54,South,South Atlantic,1205979,617300,588679,1449,69,1380
1986,WV,West Virginia,54,South,South Atlantic,1220607,624783,595824,1472,67,1405
1985,WV,West Virginia,54,South,South Atlantic,1234278,631876,602402,1725,67,1658
1984,WV,West Virginia,54,South,South Atlantic,1244969,637317,607652,1579,51,1528
1983,WV,West Virginia,54,South,South Atlantic,1255295,642478,612817,1611,58,1553
1982,WV,West Virginia,54,South,South Atlantic,1258419,644029,614390,1547,47,1500
1981,WV,West Virginia,54,South,South Atlantic,1261607,645481,616126,1565,37,1528
1980,WV,West Virginia,54,South,South Atlantic,1258581,643726,614855,1257,30,1227
1979,WV,West Virginia,54,South,South Atlantic,1248886,639130,609756,1251,33,1218
1978,WV,West Virginia,54,South,South Atlantic,1233757,632194,601563,1237,29,1208
1977,WV,West Virginia,54,South,South Atlantic,1220423,625913,594510,1250,,
1976,WV,West Virginia,54,South,South Atlantic,1197075,614667,582408,1294,,
1975,WV,West Virginia,54,South,South Atlantic,1165544,599116,566428,1176,,
1974,WV,West Virginia,54,South,South Atlantic,1142899,588064,554835,1028,,
1973,WV,West Virginia,54,South,South Atlantic,1132139,583297,548842,1086,,
1972,WV,West Virginia,54,South,South Atlantic,1120682,578594,542088,1058,,
1971,WV,West Virginia,54,South,South Atlantic,1097225,568347,528878,1063,,
1970,WV,West Virginia,54,South,South Atlantic,1080407,561514,518893,938,,
1969,WV,West Virginia,54,South,South Atlantic,1063631,554705,508926,1001,,
1968,WV,West Virginia,54,South,South Atlantic,,,,1124,,
1967,WV,West Virginia,54,South,South Atlantic,,,,1208,,
1966,WV,West Virginia,54,South,South Atlantic,,,,1189,,
1965,WV,West Virginia,54,South,South Atlantic,,,,1477,,
1964,WV,West Virginia,54,South,South Atlantic,,,,1722,,
