Complaint_ID,Tax_ID,Board_Discipline_Recommendation,Officer_is_APU,Officer_Penalty
202306995,971991,Substantiated (Command Discipline B),No,No penalty
202308512,974385,Substantiated (Formalized Training),No,Formalized Training
200902928,926016,,No,Vacation: 10 days
200601383,925583,,No,
201801128,932311,,No,No penalty
201905367,959924,,No,Resigned
202309184,935767,Substantiated (Charges),Yes,APU - Decision Pending
201905697,940835,Substantiated (Charges),Yes,Forfeit vacation 30 days
200507749,900054,,No,Instructions
201506359,919817,,No,Command Discipline - A
201500673,952271,,No,Formalized Training
202402342,970993,Substantiated (Formalized Training),No,
201506493,944174,,Yes,Forfeit vacation 10 days
202101651,962679,Substantiated (Charges),Yes,
202404909,964159,Substantiated (Formalized Training),No,
202308869,934803,Substantiated (Command Discipline A),No,Command Discipline - A
201203747,915890,,No,Instructions
200606194,935393,,No,No penalty
200911128,937552,,No,Command Discipline - B
201007137,934591,,No,Instructions
201704509,934982,,No,No penalty
202407921,963519,Substantiated (Charges),Yes,APU - Decision Pending
201000312,942180,,No,Instructions
201400334,952039,,No,Instructions
202208516,966991,Substantiated (Command Discipline A),No,No penalty
201800734,946089,,Yes,Forfeit vacation 7 days
202400396,962683,Substantiated (Command Discipline A),No,Command Discipline - A
202107778,950758,Substantiated (Command Discipline B),No,Command Discipline - B
201904585,961722,,No,Formalized Training
202207331,948676,Substantiated (Command Discipline B),No,No penalty
201210366,946607,,No,No penalty
200903789,947782,,No,Instructions
200918246,927098,,No,Instructions
201106429,903216,,No,No penalty
201305331,934434,,No,Command Discipline - B
201702090,956788,,No,Formalized Training
202310526,967139,Substantiated (Charges),Yes,APU - Decision Pending
202204350,948649,Substantiated (Charges),Yes,APU - Decision Pending
200408802,902108,,No,Instructions
200309305,925408,,No,No penalty
201308582,917072,,No,Formalized Training
201101547,941068,,No,No penalty
201505887,951306,,No,Instructions
201510775,941073,,Yes,Forfeit vacation 7 days
201115628,927819,,No,No penalty
202311045,918896,Substantiated (Command Discipline A),No,Command Discipline - A
200302070,890196,,No,No penalty
202207328,964193,Substantiated (Command Discipline A),No,Command Discipline - A
202205516,959915,Substantiated (Command Discipline B),No,No penalty
200309135,891701,,No,No penalty
202300694,957089,Substantiated (Charges),Yes,Forfeit vacation 5 days
202310522,965929,Substantiated (Command Discipline A),No,Command Discipline - A
202308285,965968,Substantiated (Charges),Yes,APU - Decision Pending
201907132,934189,,No,Formalized Training
200913776,931241,,No,Instructions
200718059,919612,,No,Command Discipline - B
202100314,947090,Substantiated (Charges),Yes,APU - Decision Pending
202106877,938550,Substantiated (Formalized Training),No,Retired
202405851,962705,Substantiated (Formalized Training),No,
200206899,927153,,No,No penalty
202208777,969528,Substantiated (Command Discipline A),No,No penalty
200310075,914404,,No,No penalty
202208578,923884,Substantiated (Command Discipline A),No,Command Discipline - A
200712883,925863,,No,No penalty
202200576,967774,Substantiated (Charges),Yes,Forfeit vacation 23 days
201300228,925795,,Yes,Forfeit vacation 3 days
202301141,973741,Substantiated (Command Discipline B),Yes,APU - Decision Pending
202400377,972071,Substantiated (Command Discipline A),No,Command Discipline - A
201903895,933655,,No,Command Discipline - A
202202141,938858,Substantiated (Command Discipline B),No,No penalty
202103984,962666,Substantiated (Command Discipline A),No,No penalty
202302244,941854,Substantiated (Charges),Yes,APU - Decision Pending
200103085,903158,,No,Vacation: 20 days
201201700,948858,,Yes,Forfeit vacation 2 days
200007068,917046,,No,
202106922,953656,Substantiated (Command Discipline B),No,No penalty
202105284,950268,Substantiated (Charges),Yes,APU - Decision Pending
201402281,949786,,No,Formalized Training
201808925,933391,,No,No penalty
202105869,947398,Substantiated (Command Discipline A),No,Command Discipline - A
202301218,968372,Substantiated (Command Discipline A),No,No penalty
202307341,963602,Substantiated (Command Discipline A),No,No penalty
202104647,956714,Substantiated (Command Discipline A),No,Command Discipline - A
202311929,961397,Substantiated (Command Discipline A),No,Command Discipline - A
202307666,922331,Substantiated (Command Discipline A),No,Command Discipline - A (Vacation: 0.25 days)
202304079,941244,Substantiated (Formalized Training),No,No penalty
201607162,949511,,No,No penalty
202306915,973310,Substantiated (Formalized Training),No,Formalized Training
202303387,949059,Substantiated (Formalized Training),No,No penalty
201903672,958175,,No,Instructions
202207649,959978,Substantiated (Command Discipline A),No,Command Discipline - A
201406519,941696,,No,Command Discipline - A
201202887,939632,,No,Instructions
200716556,932068,,No,Command Discipline - A
202204476,966073,Substantiated (Command Discipline A),No,No penalty
201907644,962623,,No,Instructions
201907780,953682,Substantiated (Charges),Yes,APU - Decision Pending
201802560,959173,,No,Command Discipline - A
201007137,924845,,No,Instructions
201102127,946999,,No,Instructions
202311631,966821,Substantiated (Command Discipline A),No,Closed Administratively (Instructions)
202002972,919712,Substantiated (Charges),Yes,Forfeit vacation 11 days
201400796,938016,,No,No penalty
201305640,935991,,No,Command Discipline - A
201407041,947992,,Yes,
201110678,906385,,No,Command Discipline - B
202304189,970897,Substantiated (Command Discipline A),No,No penalty
200204076,898737,,No,Command Discipline - A
200711818,929805,,No,Instructions
201905567,942741,,No,Formalized Training
201310255,942953,,No,Command Discipline - A
202101153,939521,Substantiated (Command Discipline A),No,Command Discipline - A
202101447,961730,Substantiated (Command Discipline A),No,Command Discipline - A
201014270,941200,,No,Command Discipline - B
201908918,934296,,No,
201005227,944594,,No,Instructions
202106969,967931,Substantiated (Command Discipline A),No,Command Discipline - A
201506188,951206,,No,No penalty
200309539,893267,,No,Instructions
202304327,954816,Substantiated (Command Discipline A),No,No penalty
201012765,941873,,No,Instructions
201009029,946278,,No,No penalty
201903016,951026,,No,Formalized Training
200800364,935470,,No,Command Discipline - B
201803989,960606,,No,Formalized Training
202202332,970814,Substantiated (Command Discipline A),No,Command Discipline - A (Vacation: 5 days)
201502541,933014,,No,Command Discipline - A
200606221,933753,,No,Instructions
202206614,962808,Substantiated (Command Discipline A),No,Command Discipline - A (Vacation: 1 day)
201402139,922235,,Yes,Forfeit vacation 2 days
202403157,976247,Substantiated (Command Discipline A),No,
202200150,948599,Substantiated (Command Discipline A),No,Command Discipline - A
200204460,915022,,No,Command Discipline - A
201806447,942643,,Yes,Forfeit vacation 15 days
202304694,970134,Substantiated (Command Discipline A),No,No penalty
202005702,941009,Substantiated (Command Discipline A),No,Command Discipline - A
201509470,937567,,No,No penalty
201601869,949191,,No,Formalized Training
202101260,963949,Substantiated (Command Discipline B),No,No penalty
202300878,966321,Substantiated (Command Discipline A),No,Command Discipline - A (Vacation: 0.50 days)
200304441,886492,,No,Instructions
201908721,957935,Substantiated (Command Discipline B),No,No penalty
201005897,947910,,No,Instructions
201607201,933160,,No,Formalized Training
201408916,951270,,Yes,Forfeit vacation 15 days
202308675,934601,Substantiated (Formalized Training),No,Formalized Training
201310300,946514,,Yes,Formalized Training
200605274,929228,,No,No penalty
201805677,943459,,Yes,
201405057,930995,,No,Command Discipline - B
202203286,966968,Substantiated (Formalized Training),No,
201902678,951513,,No,Formalized Training
201806460,926441,,Yes,Command Discipline A
200814086,918073,,No,
202305398,970112,Substantiated (Charges),Yes,APU - Decision Pending
202311806,944718,Substantiated (Charges),Yes,APU - Decision Pending
200504190,935711,,No,Instructions
201311051,934580,,No,Instructions
201102590,930959,,No,Instructions
200514360,903795,,No,Instructions
202203675,948676,Substantiated (Command Discipline A),No,Command Discipline - A
202106684,961846,Substantiated (Command Discipline B),No,Command Discipline - B (Vacation: 6 days)
201010686,946728,,No,Instructions
201902971,934296,,No,Instructions
201301780,920488,,Yes,Command Discipline A
200811616,900301,,No,
202311169,963940,Substantiated (Formalized Training),No,
202207545,962374,Substantiated (Command Discipline B),No,Command Discipline - B (Vacation: 2 days)
202306009,946190,Substantiated (Command Discipline B),No,Command Discipline - B
201902826,957611,,No,Instructions
200408917,919057,,No,Instructions
200008906,920686,,No,
202303550,953694,Substantiated (Formalized Training),No,Formalized Training
201603886,952527,,No,Command Discipline - A
200200095,923918,,No,Instructions
201905987,953739,,No,Formalized Training
201507932,939324,,No,Command Level Instructions
200000239,911968,,No,
201206499,944790,,Yes,
201200928,944155,,No,No penalty
200603356,930956,,No,Vacation: 20 days
201510456,922213,,No,Formalized Training
202208298,952155,Substantiated (Command Discipline B),No,No penalty
200201229,881805,,No,Retired
201910825,966050,Substantiated (Command Discipline A),No,No penalty
201113574,894324,,No,Instructions
201910276,947981,Substantiated (Command Discipline A),No,No penalty
201907186,948728,,No,Command Discipline - B (Vacation: 10 days)
200514360,923823,,No,
201006429,947574,,No,Command Discipline - B
200307154,902804,,No,Command Discipline - A
201210255,943243,,Yes,Forfeit vacation 1 days
200401808,923540,,No,No penalty
201806550,961005,,No,No penalty
201601857,930176,,No,Instructions
201106834,945586,,No,No penalty
202001652,933762,Substantiated (Charges),Yes,Forfeit vacation 21 days
200301369,919745,,No,No penalty
201100271,941419,,No,Vacation: 20 days
202305241,967084,Substantiated (Command Discipline A),No,No penalty
201406989,916088,,No,Command Level Instructions
201907390,934831,,No,Formalized Training
201206443,920813,,Yes,Forfeit vacation 8 days
202302782,958237,Substantiated (Command Discipline B),No,Command Discipline - A (Vacation: 1 day)
202309915,969315,Substantiated (Command Discipline A),No,Command Discipline - A
200513102,937683,,No,Instructions
201311831,936140,,Yes,Formalized Training
201900826,958127,,No,Command Discipline - B
201210151,898289,,Yes,Formalized Training
202306755,974774,Substantiated (Command Discipline A),No,No penalty
201905660,956021,,No,Formalized Training
201706938,952984,,No,Command Discipline - A
202308207,962433,Substantiated (Formalized Training),No,Formalized Training
201506415,940408,,No,Command Discipline - A
202004031,956581,Substantiated (Command Discipline B),No,No penalty
202102582,961535,Substantiated (Charges),Yes,
202003712,965173,Substantiated (Charges),Yes,No penalty
202007144,948890,Substantiated (Charges),Yes,
202005423,938661,Substantiated (Command Discipline A),No,Command Discipline - A
202000074,960745,Substantiated (Command Discipline A),No,Command Discipline - A
200507997,915572,,No,Command Discipline - B
200411565,893024,,No,Instructions
202204903,963069,Substantiated (Command Discipline B),No,No penalty
201406717,949021,,No,Command Discipline - A
202207308,964483,Substantiated (Command Discipline B),No,Command Discipline - B (Vacation: 3 days)
202101824,955540,Substantiated (Command Discipline A),No,Command Discipline - A
200512798,934811,,No,
202208369,948821,Substantiated (Command Discipline B),No,No penalty
202310501,965946,Substantiated (Charges),Yes,APU - Decision Pending
200601128,932400,,No,No penalty
201802481,946196,,Yes,Forfeit vacation 20 days
201602084,937481,,No,Command Discipline - A
201404985,945630,,No,Command Discipline - A / Command Level Instructions
202308675,970596,Substantiated (Formalized Training),No,Formalized Training
202000957,956618,Substantiated (Charges),Yes,Forfeit vacation 10 days / Command Discipline B
201605403,947482,,No,Command Discipline - A
